user_id,total_quantity,total_spend
75669,8,7992
75672,188,216170.47
75674,119,122321.39
75676,1,999
75692,16,24753.21
75693,7,3006.91
75697,132,122611.4
75700,42,36816.1
75701,24,9765.02
75706,56,48630.21
75707,17,22228.29
75714,32,34628.45
75716,28,31020.96
75721,8,652.24
75729,3,489.18
75730,138,80492.48
75731,5,2396.16
75734,149,183672.65
75741,58,66279.74
75745,4,3996
75750,7,4830.61
75751,39,31832.6
75757,9,5647.24
75760,4,3996
75772,14,11253.3
75779,2,1998
75782,142,9061.68
75783,43,26696.73
75794,97,57824.12
75795,11,13546.47
75796,8,2140.42
75800,15,815.3
75805,10,9990
75815,2,1998
75816,45,40872.94
75829,150,4728.74
75832,38,41391.5
75841,11,3114.55
75847,27,26062.8
75848,8,2187.42
75853,53,62302.13
75858,20,30621.8
75865,90,83594.28
75868,4,4372.6
75877,21,3424.26
75879,39,25769.96
75882,2,1906.98
75884,6,4322.12
75894,2,1998
75896,20,19980
75900,16,9745.82
75904,11,3508.45
75905,94,54976.9
75906,7,3877.48
75908,1,999
75909,10,9990
75916,5,2760.74
75920,23,22126.43
75927,19,17192.23
75937,9,6483.18
75938,16,8642.91
75940,133,78506.85
75943,2,1998
75950,46,41304.72
75952,5,4995
75953,4,1998
75956,5,4995
75958,33,25616.51
75961,66,26503.16
75963,5,3518.59
75978,8,9875
75993,34,26879.32
75994,13,3791.66
75999,80,73575.9
76000,52,26464.65
76013,27,26478.61
76016,6,3934.78
76019,9,9462.34
76023,2,1952.49
76027,67,58437.64
76032,13,15101.37
76042,47,34980.97
76046,15,2445.9
76062,50,43722.05
76063,6,6526.09
76065,2,1552.49
76066,36,24794.92
76068,47,30876.59
76074,4,2324.12
76075,9,362.73
76078,13,9988.33
76080,8,6370.6
76081,5,4995
76082,34,29451.22
76086,45,35433.54
76087,8,6685.98
76091,7,2683.41
76100,16,10841.91
76101,49,8001
76102,20,17096.61
76117,14,11944.3
76120,33,28641.2
76132,28,38516.8
76133,93,79436.35
76137,23,14032.82
76140,2,2949.78
76146,8,5225.81
76158,4,3996
76169,5,6878
76181,109,30321.18
76186,10,9534.9
76188,53,37604.15
76192,3,2997
76193,22,24919.22
76203,19,4370.7
76205,13,18812.61
76206,6,2478.76
76219,50,32382.19
76222,41,32916.27
76224,31,15430.69
76225,5,4767.45
76231,28,24438.04
76232,125,124593.27
76234,20,9829.51
76236,12,8205.28
76253,2,326.12
76254,2,2751.2
76256,14,13986
76260,24,24812.43
76263,18,2519.47
76277,54,34924.13
76278,7,999
76293,1,999
76296,26,16778.66
76301,3,2997
76302,21,5321.12
76307,54,45240.06
76310,80,52083.25
76312,5,4995
76318,5,1651.24
76319,2,2850.49
76334,47,37795.83
76339,2,1998
76349,7,6993
76350,49,46866.47
76356,66,54023.61
76358,5,6878
76359,5,4995
76364,15,14985
76372,2299,236354.05
76376,75,57285.45
76378,7,6674.43
76380,30,41268
76392,3,2997
76404,14,13986
76406,29,13469.7
76409,2,1906.98
76412,13,2629.6
76415,8,1141.42
76421,31,28468.39
76422,30,21987.2
76424,2,326.12
76425,29,22569.19
76426,8,8654.18
76427,8,12248.72
76429,5,8378.9
76432,3,1019.92
76433,20,19069.8
76446,10,4032.61
76448,45,41584.94
76461,25,24975
76468,23,19716.75
76470,10,914.43
76478,54,45003.37
76486,95,98089.21
76503,6,3667.55
76504,3,4126.8
76506,25,13722.35
76513,13,10828.62
76518,23,19633.24
76519,8,9555.76
76525,5,4995
76527,10,11043.38
76529,10,1630.6
76535,89,37844.4
76538,1,999
76540,23,16565.06
76547,2,1162.06
76551,14,14739.2
76552,3,2997
76555,5,7374.45
76556,8,4151.27
76571,10,1343.01
76577,3,4165.67
76581,11,15131.6
76595,224,213270.08
76596,20,18347.15
76597,10,815.3
76600,12,12826.49
76602,45,38338.85
76609,62,46191.73
76612,1,999
76623,15,10094.6
76624,1,1194.47
76656,100,78034.62
76658,7,5457.47
76663,54,58367.47
76664,2,326.12
76665,5,815.3
76670,10,13756
76674,17,23385.2
76675,5,7122.1
76677,1,163.06
76690,2,1998
76695,38,17063.32
76697,4,3813.96
76698,22,7185.06
76700,30,11165.5
76706,133,123585.53
76710,18,17477.15
76714,52,24558.88
76722,374,218662.44
76723,4,652.24
76729,33,24936.5
76734,32,20551.82
76737,64,75753.7
76740,6,1042.67
76746,28,28587.77
76755,2,2674.78
76757,5,5748.2
76762,44,42179.61
76765,15,10805.3
76767,5,5972.35
76769,5,4767.45
76779,18,19046.18
76780,136,133042.3
76781,18,22877.8
76788,16,9693.72
76794,21,20979
76796,10,1630.6
76798,15,6270.92
76806,9,7821.89
76810,33,32875.98
76814,3,4593.27
76820,3,2997
76821,61,66184.29
76827,41,46385.17
76830,3,5027.34
76831,25,24064.59
76835,4,2537.66
76839,504,178963.21
76860,11,8189.75
76863,1,163.06
76864,23,22514.53
76865,5,6878
76879,12,4081.77
76886,5,815.3
76889,5,4995
76894,10,8899.98
76902,5,459.75
76903,7,6674.43
76908,58,53274.37
76909,15,10577.75
76913,38,31976.9
76917,4,3996
76918,136,50246.49
76919,29,2119.78
76931,80,23834.13
76935,42,39566.37
76939,29,20656.41
76940,22,26820.99
76942,17,3791.66
76944,12,7245.99
76961,25,21912.62
76968,4,5502.4
76969,3,4126.8
76971,5,6124.8
76972,2,2949.78
76977,200,50177.04
76979,3,2997
76982,2,326.12
76989,15,18950.74
76991,1,999
77000,23,16789.11
77001,14,7627.92
77008,3,4126.8
77011,66,66599.79
77012,128,185606.26
77018,8,6878
77019,16,13081.27
77022,38,28373.83
77040,5,6878
77042,15,12757.45
77049,43,16712.54
77052,11,6983.48
77053,15,14662.78
77067,22,24548.58
77071,6,5003.98
77072,2,326.12
77081,6,5994
77086,100,78158.38
77091,19,19412.82
77094,8,6786.07
77104,8,9363.07
77117,6,4501.56
77119,4,652.24
77120,10,5178.05
77123,149,160026.32
77127,4,3996
77129,7,6674.43
77130,1,999
77131,14,6408.24
77137,14,14823.87
77139,2,326.12
77148,27,22502.04
77150,168,140733.32
77159,5,4767.45
77161,9,12380.4
77163,25,21276.6
77170,31,25540.71
77177,8,7045.1
77178,10,8422.98
77179,2,1998
77188,50,38453.51
77202,328,2772.02
77207,11,8034.4
77208,2,1998
77210,7,7055.76
77213,5,4995
77219,82,48476.77
77226,15,15358.1
77231,137,109416.51
77232,175,149015.04
77236,5,5144.96
77244,4,5125.8
77253,17,20446.24
77255,32,36756.81
77258,6,8564.58
77259,33,36150.86
77270,132,15777.6
77274,2,326.12
77283,46,26219.89
77294,14,10368.8
77296,2,1998
77307,45,17396.23
77312,22,11528.39
77313,46,37076.75
77331,42,10486.14
77333,23,8663.68
77335,2,1998
77348,7,4126.8
77351,122,109284.84
77352,11,6432.77
77356,25,20783.4
77358,19,13206.66
77361,101,100899
77375,24,19829.61
77379,9,3139.42
77381,4,652.24
77383,38,7992
77386,1,999
77389,81,78568.97
77392,7,6993
77399,32,21576.27
77400,49,51589.53
77405,51,23385.2
77406,19,25692.3
77411,5,4590.85
77418,40,39266.97
77420,2,1906.98
77421,37,26769.89
77422,11,9994.05
77423,14,2282.84
77424,14,9484.37
77432,14,2407.68
77433,22,19872.06
77449,136,149205.74
77460,41,29979.33
77462,11,3772.07
77463,6,5994
77465,9,6702.62
77468,5,815.3
77484,25,4707.9
77494,27,23728.25
77499,13,4248.25
77502,2,1998
77505,41,34759.72
77509,15,489.18
77511,3,2997
77517,5,6878
77518,2,999
77521,5,4995
77536,121,49824.1
77539,32,22529.82
77540,5,4767.45
77550,1,999
77552,2,1998
77553,8,7992
77563,17,16983
77565,51,18715.02
77570,48,42785.87
77571,25,22467.18
77578,182,145217.38
77582,1,953.49
77586,80,68899.05
77588,19,24630
77589,11,12331.72
77590,18,13369.51
77604,2,326.12
77605,5,4995
77606,7,3649.24
77615,9,5235.38
77620,23,22529.76
77626,15,11581.82
77630,14,2282.84
77633,2,326.12
77637,7,6674.43
77647,47,43261.92
77649,2,1998
77652,66,50086
77656,21,23376.34
77657,13,4614.26
77662,115,40322.87
77665,8,472.56
77669,26,29001.06
77670,65,60467.82
77672,55,24986.64
77673,7,6670.03
77674,105,155059.63
77680,80,40054.53
77684,3,3529.09
77698,16,3399.39
77705,47,44114.17
77711,77,36800.04
77712,6,4687.98
77715,3,3849.49
77722,18,15399.72
77725,1,999
77726,15,4953.72
77728,33,39835.67
77741,18,10458.54
77743,3,2997
77746,2,1924.97
77749,2,2751.2
77754,20,24833.99
77762,3,4126.8
77765,8,8956.9
77766,52,26426.88
77768,4,5502.4
77771,124,117842.99
77774,51,49156.61
77775,12,7470.54
77783,2,1952.49
77789,9,7720.97
77798,12,10717.63
77800,104,91537.12
77802,7,2813.3
77805,37,34836.06
77806,14,14362.6
77808,7,9629.2
77819,6,3961.9
77824,120,105044.91
77825,5,4995
77826,28,3033.61
77832,5,5719.64
77836,51,48211.5
77840,13,8541.9
77847,13,9202.75
77848,37,17126.14
77849,2,953.49
77850,10,9990
77855,2,1906.98
77857,7,4528.09
77858,32,17740.57
77863,57,44386.5
77864,38,36438.52
77868,5,815.3
77870,7,2813.3
77885,4,3996
77907,47,33924.39
77909,49,46707.13
77915,18,17736.2
77918,46,41496.81
77923,17,14015.84
77924,16,1304.48
77925,35,27370.44
77926,21,21863
77931,17,26028.53
77934,2,326.12
77938,4,146.44
77939,60,49656.09
77944,140,114241.06
77952,138,83311.15
77961,12,7029.61
77966,3,4593.27
77967,17,19288.43
77973,82,76291.39
77975,11,9693.72
77980,13,3498.87
77981,4,2388.94
77987,7,6715.51
77994,8,8799.14
78004,8,7627.92
78022,20,7543.52
78026,17,14374.62
78040,3,4126.8
78041,12,7583.8
78057,34,6441.9
78060,37,17049.39
78063,10,5972.35
78067,32,31835.62
78068,41,39783.78
78076,31,29558.19
78077,2,2479.62
78078,43,32401.6
78080,66,56926.31
78086,2,3062.18
78087,5,4995
78093,5,4995
78097,2,326.12
78102,1,163.06
78103,4,3934.78
78105,9,10874
78107,13,12362.18
78112,34,33517.52
78114,9,4172.75
78119,2,1998
78128,5,2870.57
78131,114,100756.54
78132,4,3996
78134,83,93004.35
78147,24,23269.02
78152,16,12406.21
78153,14,8360.96
78154,2,163.06
78168,12,8638.33
78169,3,4126.8
78172,4,4749.2
78179,19,14702.55
78181,10,2902.81
78186,24,28538.22
78187,6,5994
78188,2,1998
78195,132,15926.47
78198,3,2997
78201,2,3062.18
78203,19,19438.07
78208,2,2751.2
78210,32,3889.25
78215,10,11598.64
78217,119,68633.41
78221,4,1701.72
78228,29,25090.41
78233,28,10628.38
78235,29,23955.36
78238,5,8378.9
78239,56,47717.43
78242,21,19035.38
78243,2,326.12
78244,3,2001.9
78245,20,12284.65
78248,58,67215.77
78253,39,37238.55
78261,69,43605.25
78262,9,10497.4
78264,15,16412.9
78268,14,9540.37
78270,105,94792.08
78277,31,30890.5
78285,8,3199.61
78286,4,2751.2
78292,25,7293.81
78294,5,4995
78295,8,5229.16
78298,43,35616.72
78299,6,5720.94
78303,2,1998
78304,7,2050.1
78305,10,5810.3
78312,6,7166.82
78315,2,1998
78317,6,4322.12
78319,25,25629.6
78324,12,8244.73
78329,2,1998
78330,60,46085.29
78334,86,78739.53
78336,12,11441.88
78339,10,2811.97
78341,68,50115.61
78344,23,27266.94
78349,8,5502.4
78361,15,4126.8
78363,32,26676.87
78364,3,2997
78365,5,815.3
78368,2,2530.09
78373,325,306778.69
78380,5,4015.67
78396,21,20379.45
78399,22,14853
78407,1,1375.6
78410,2,1998
78411,115,92490.93
78412,91,54252.39
78416,77,64533.5
78418,5,815.3
78421,23,29755.8
78424,4,2519.59
78425,6,3736.33
78436,7,4195.67
78439,17,17926.97
78440,5,4767.45
78451,32,24631.74
78454,16,17345.47
78459,52,20976.78
78460,7,2824.36
78465,35,40344.54
78473,8,7627.92
78481,15,10514.04
78492,7,1141.42
78494,61,62906
78499,20,13105.32
78503,13,13740.2
78505,6,2804.08
78512,49,26198.58
78523,11,10488.39
78526,20,5609.76
78530,38,20106.56
78537,50,53673.99
78539,1,1531.09
78544,34,19981.98
78553,74,25680.71
78554,18,22308.84
78557,17,16573.41
78558,3,2914.26
78564,12,11988
78568,2,326.12
78573,4,3996
78577,2,1998
78581,11,6055.52
78588,5,6878
78590,15,2445.9
78593,85,48274.76
78598,4,652.24
78600,7,888.52
78606,19,21271.76
78609,21,11278.81
78614,2,2751.2
78618,31,23170.96
78620,530,129428.08
78627,28,42038.67
78628,7,2700.72
78633,8,9915.04
78635,3,3718.14
78637,16,12201.7
78639,26,22164.43
78652,3,2997
78656,4,652.24
78661,4,5899.56
78662,7,1141.42
78669,5,2933.69
78674,18,9402.04
78675,31,35378.79
78690,5,815.3
78691,2,1998
78701,15,15131.6
78708,15,14716.5
78709,75,69191.3
78710,69,43557.6
78714,46,45148.16
78718,14,12839.59
78732,91,118259.46
78744,13,9643.24
78748,2,1998
78749,8,8579.72
78752,44,42049.95
78753,7,2813.3
78756,4,146.44
78759,7,5561.5
78760,3,4126.8
78764,365,155802.24
78765,14,13425.05
78766,12,16364.66
78767,10,9534.9
78769,3,2997
78771,12,16244.72
78777,28,17315.9
78780,34,34651.38
78784,11,13300.63
78794,16,4280.84
78795,2,326.12
78798,6,9186.54
78806,7,6157.06
78815,2,716.55
78817,9,1467.54
78822,3,489.18
78832,133,78531.88
78833,4,652.24
78837,21,11988
78840,1,999
78843,1,953.49
78846,2,2751.2
78857,35,7787.66
78864,4,5813.38
78866,2,1998
78867,2,326.12
78869,19,16953.32
78875,32,31968
78876,7,7746.2
78878,30,11218.47
78879,5,4767.45
78880,9,2886.52
78881,1,91.95
78883,2,183.9
78886,10,9990
78887,4,3996
78892,5,4995
78895,31,25350.27
78899,10,9824.52
78914,1,999
78916,1,999
78917,2,1906.98
78922,39,28855.78
78927,2,326.12
78928,238,178023.82
78937,153,119089.44
78941,12,4358.73
78952,86,76811.14
78953,42,41502.9
78954,19,15365.67
78955,5,4995
78959,6,3940.89
78961,43,44086.8
78967,895,105796.07
78977,12,10412.09
78985,26,27837.15
78991,30,31671.58
78993,2,326.12
78999,34,38125.56
79010,6,3322.16
79011,12,1956.72
79014,5,4767.45
79015,8,978.36
79017,4,1998
79020,1,163.06
79021,39,37186.11
79035,25,24690.3
79037,28,31195.92
79040,6,5994
79041,2,1998
79042,4,146.44
79051,115,110869.04
79062,10,13002.8
79075,25,19988.45
79076,2,1998
79087,7,6993
79089,17,8917.46
79090,24,15207.01
79091,3,2951.49
79095,22,25208.73
79096,10,9990
79098,10,5810.3
79101,12,12131
79109,15,18208.92
79110,158,100716.13
79112,7,4995
79120,29,27650.07
79124,2,1906.98
79125,5,4995
79126,4,3388.3
79131,31,32508.5
79132,2,1998
79134,26,23783.03
79138,10,10094.6
79140,55,36308.94
79144,4,652.24
79146,262,211859.47
79148,3,346.96
79149,2,999
79153,2,1162.06
79156,15,1379.25
79157,5,815.3
79159,15,8959.63
79160,19,18981
79163,4,5502.4
79164,26,17919.52
79166,12,8823.09
79168,1,1194.47
79173,2,1998
79175,19,14954.59
79181,9,3139.42
79202,43,35393.59
79204,2,2751.2
79207,15,11641.24
79211,29,21581.42
79217,2,3062.18
79221,6,5720.94
79223,28,24186.29
79224,14,2282.84
79225,10,6407.71
79228,5,5008.43
79235,10,4170.71
79245,8,7846.76
79246,3,3373.6
79248,22,14277.93
79249,19,13655.04
79252,4,5502.4
79253,2,326.12
79261,13,5711.94
79265,2,1906.98
79269,199,78810.12
79271,10,3486.8
79273,9,10533.22
79275,42,38942.02
79276,5,4767.45
79280,4,652.24
79282,9,5647.24
79284,4,4372.6
79293,11,11871.14
79296,142,52635.91
79299,1,163.06
79302,2,326.12
79304,5,3551.36
79305,5,6878
79306,22,21425.21
79307,7,6993
79313,6,2650.24
79315,7,3566.5
79320,6,7382.95
79321,39,37277.13
79328,10,9990
79330,14,8744.3
79338,5,3608.7
79339,2,326.12
79344,97,91484.2
79345,36,21415.29
79349,18,3272.26
79351,29,13523.41
79356,9,8663.14
79357,69,64314.21
79359,5,6124.8
79360,42,33853.78
79361,2,326.12
79368,20,18566.03
79379,71,59520.94
79383,233,211974.61
79386,45,33477.14
79387,8,5994
79396,3,4126.8
79399,61,62895.93
79402,11,10989
79403,31,46399.61
79404,16,7172.03
79408,2,3062.18
79412,60,23106.52
79417,10,9990
79422,54,55507.09
79424,9,1467.54
79425,36,32797.56
79429,16,15255.84
79430,4,3996
79431,1,999
79433,5,2487.18
79436,12,9914.81
79437,4,3996
79438,1,999
79440,4,2804.88
79441,3,2860.47
79442,7,1747.68
79448,1,1474.89
79455,4,3996
79459,2,1998
79460,55,52449.64
79463,2,1998
79464,1,1375.6
79466,31,30969
79468,10,15310.9
79469,59,45677.77
79471,122,105358.59
79472,20,3261.2
79476,83,63180.95
79478,17,6951.72
79479,5,815.3
79481,7,8176.86
79482,45,7238.95
79484,8,11004.8
79488,23,4974.5
79489,2,3062.18
79491,45,43816.35
79492,4,5502.4
79494,30,23654.27
79496,14,6462.54
79499,2,73.22
79501,6,6747.2
79503,26,21323.31
79504,41,14791.96
79505,7,6176.46
79506,23,18578.91
79509,14,10414.69
79510,6,5994
79514,45,53051.61
79523,17,8485.62
79524,38,3494.1
79527,25,14466.87
79528,9,1995.5
79529,19,13546.36
79532,23,19865
79533,5,815.3
79534,15,815.3
79536,5,6059.18
79537,10,9990
79541,11,8693.96
79542,13,1793.66
79545,11,4955.38
79548,40,1839
79549,38,5793.19
79551,12,6672.77
79552,10,15310.9
79557,2,326.12
79558,5,815.3
79559,17,23385.2
79561,14,10405.19
79562,5,815.3
79563,3,4126.8
79572,4,3813.96
79573,5,4995
79575,45,49307.7
79583,5,6878
79585,5,2176.71
79592,11,9085.41
79594,24,25575.28
79595,71,55967.62
79596,60,26502.4
79600,15,20634
79602,3,3718.14
79605,48,44425.65
79606,17,16120.62
79608,57,50427.81
79609,7,6674.43
79612,26,10677.55
79615,74,15849.03
79616,3,3718.14
79617,2,1998
79619,8,7718.94
79624,47,37722.22
79625,20,19069.8
79626,4,326.12
79628,15,183.05
79632,21,17355.51
79633,31,5054.86
79634,5,815.3
79635,8,1304.48
79636,46,22621.98
79637,2,2751.2
79639,5,815.3
79640,8,1304.48
79644,2,2751.2
79646,52,16703.49
79647,38,13672.73
79648,10,3679.08
79650,8,2522.92
79653,2,2751.2
79655,3,2860.47
79656,2,326.12
79659,60,47232.12
79660,6,978.36
79661,28,30936.99
79662,9,7000.8
79663,35,24335.23
79664,5,6059.18
79665,8,9076.17
79667,6,7172.44
79668,12,11487.39
79669,19,17814.1
79672,2,3062.18
79673,2,2374.6
79674,3,1448.82
79675,26,31818.47
79676,5,815.3
79678,10,1630.6
79679,2,1116.55
79681,7,8918.99
79684,23,25592.9
79685,2,326.12
79687,17,13215.39
79688,21,19186.88
79690,14,2178.5
79691,8,326.12
79692,5,7655.45
79693,11,10656.73
79696,126,86440.17
79697,5,815.3
79699,10,1014.97
79700,12,9535.05
79702,86,77781.7
79703,10,11873
79704,25,5230.12
79705,20,6878
79706,10,1275.05
79707,4,4957.52
79710,9,7275.25
79712,5,3636.88
79715,23,16124
79720,2,2388.94
79726,5,7655.45
79727,2,3523.48
79728,10,3729.56
79732,2,2751.2
79733,5,815.3
79737,2,2751.2
79738,5,5693.07
79740,4,6703.12
79741,14,2282.84
79743,47,25440.46
79745,9,9684.53
79750,5,815.3
79753,7,8499.4
79754,6,5720.94
79755,21,5313.1
79757,159,125637.41
79759,7,1796.32
79760,166,170053.91
79761,5,7374.45
79763,44,26600.06
79766,72,63152.82
79771,16,1294.86
79772,222,175309.22
79773,5,815.3
79774,2,1116.55
79775,14,11068.84
79776,15,14529.9
79777,2,3062.18
79781,56,51392.61
79784,3,4593.27
79786,14,19312.63
79787,3,489.18
79788,61,84371.07
79789,6,8253.6
79791,66,56249.89
79793,7,8917.84
79795,2,1998
79797,51,26144.68
79801,3,1857.21
79802,30,16455.85
79805,4,2751.2
79807,20,3996
79810,3,3583.41
79811,4,3838.61
79815,3,4126.8
79819,4,3062.18
79820,12,7219.7
79822,7,4370.38
79825,53,49739.04
79826,32,6657.54
79828,2738,85026.65
79829,2,1998
79830,28,25475.38
79831,17,10050.93
79832,2,2751.2
79834,4,6124.36
79837,5,7655.45
79838,22,7966.87
79842,4,3813.96
79843,10,5906.74
79845,2,326.12
79846,5,7655.45
79848,5,815.3
79849,49,23872.8
79850,2,326.12
79852,1,999
79854,3,109.83
79856,18,5720.94
79857,172,150117.08
79858,4,3373.6
79860,2,326.12
79862,12,16507.2
79864,5,6878
79866,6,489.18
79870,2,326.12
79873,33,22556.26
79875,1268,75219.12
79877,2,1357.53
79878,5,6878
79880,4,5813.38
79881,153,119411.21
79882,1,999
79885,10,1630.6
79888,4,652.24
79889,5,1524.79
79892,6,5994
79896,47,6717.55
79900,14,14371.94
79901,10,1630.6
79904,10,9534.9
79908,68,60614.83
79910,10,5454.75
79911,43,49874.17
79912,26,26845.84
79913,7,5093.57
79915,14,11983.16
79916,36,26093.22
79917,119,136339.63
79918,2,1090.95
79921,33,25261.5
79925,52,55150.92
79927,25,6840.26
79928,218,21953.24
79929,179,33164.9
79930,9,8929.78
79932,43,36772.6
79933,13,7971.36
79935,35,31040.81
79936,8,1690.79
79939,3,4593.27
79940,17,16948.4
79941,106,80892.33
79942,47,34412.14
79943,6,7123.8
79945,36,24835.16
79950,9,4995
79952,5,1885.62
79954,7,3813.96
79956,8,1304.48
79957,27,2820.33
79958,31,17300.01
79960,6,5766.45
79961,155,85888.45
79962,13,12987
79963,191,62939.6
79964,133,104230.15
79966,11,8253.6
79967,9,7674.14
79968,17,11655.99
79971,38,35260.97
79972,191,96062.37
79974,44,17417.04
79978,23,13423.53
79980,11,8187.47
79981,4,6124.36
79988,13,2119.78
79991,104,79074.4
79992,60,73288.92
79993,43,47694.45
79994,8,4892.34
79997,13,9420.66
79999,42,2119.78
80000,35,2445.9
80001,8,5703.62
80003,13,14254.65
80009,38,6196.28
80010,4,2751.2
80011,4,4218.75
80012,5,4995
80013,5,815.3
80015,5,6337.42
80017,11,2421.03
80018,2,326.12
80019,48,44304.26
80020,21,14382.17
80021,17,17086.31
80022,3,2997
80023,24,8428.49
80026,6,551.7
80033,3,2997
80040,5,4767.45
80045,5,4767.45
80046,11,12118.8
80051,191,164033.18
80052,13,7799.31
80054,6,5720.94
80055,26,6294.81
80056,1,999
80062,29,6897.55
80063,46,30045.22
80064,4,5502.4
80066,5,6124.8
80067,4,652.24
80072,65,48055.05
80077,94,19456.2
80078,5,323.89
80079,141,101738.18
80081,12,9038.35
80083,13,11014.64
80084,12,8138.44
80087,9,8600.68
80090,12,11988
80091,2,2530.09
80093,21,10947.72
80097,11,16841.99
80098,81,36197.08
80099,25,20490.48
80100,57,68909.16
80101,8,5556.06
80102,11,9629.2
80103,20,17703.41
80104,36,27396.56
80106,3,4593.27
80108,3,953.49
80110,1,1531.09
80113,2,3062.18
80115,6,6239.6
80116,48,49379.9
80118,92,97363.01
80121,11,10806.96
80124,36,35190.33
80125,14,10014.18
80126,18,19255.86
80127,8,6928.51
80129,24,17854.86
80133,10,5787.27
80134,45,44508.62
80136,48,43395.46
80138,53,41405.31
80140,1,999
80141,215,185752.23
80142,3,1761.74
80144,20,14998.6
80146,2,163.06
80148,27,18468.58
80149,7,9629.2
80150,1,163.06
80151,7,8876
80153,7,4485.18
80154,33,12589.1
80156,67,62877.84
80158,3,2860.47
80161,26,33252.28
80162,2,1090.95
80164,52,35059.03
80168,36,34967.74
80169,4,652.24
80170,55,12179.76
80171,3,4593.27
80173,1,999
80175,10,1995.69
80176,4,5060.18
80177,12,1956.72
80179,83,49267.08
80183,22,20281.48
80184,2,999
80187,1,999
80190,19,25424.44
80192,1,163.06
80194,314,15424.73
80195,1,163.06
80196,1,163.06
80197,13,459.75
80201,1,163.06
80203,1,163.06
80205,1,163.06
80206,83,68391.35
80208,8,2096.42
80209,3,489.18
80211,7,8122.8
80212,1,163.06
80213,1,163.06
80214,5,1046.35
80215,42,28731.06
80216,1,163.06
80218,1,163.06
80220,1,163.06
80221,1,163.06
80222,1,163.06
80223,1,163.06
80224,6,710.96
80226,1,163.06
80227,1,163.06
80228,1,163.06
80229,1,163.06
80230,1,163.06
80231,5,384.84
80232,62,25011.35
80234,1,163.06
80236,11,10173.76
80240,1,163.06
80241,1,163.06
80242,92,23446.79
80244,1,163.06
80246,180,163799.11
80247,2,326.12
80249,4,1531.09
80250,2,84.8
80251,1,1375.6
80253,28,18933.99
80254,1,163.06
80255,8,2120.26
80256,1,163.06
80257,1,91.95
80258,1,163.06
80260,7,4872.03
80261,1,163.06
80262,1,163.06
80267,14,13712.94
80269,10,7722.25
80274,17,14814.89
80276,22,3587.32
80277,27,23362.97
80279,2,2329.09
80282,24,7732.75
80284,84,58314.76
80287,29,24436.27
80289,28,24051.48
80290,83,52926.83
80299,3,3718.14
80304,14,15523.56
80307,40,11523.92
80308,5,815.3
80309,139,48195
80310,74,34644.84
80312,34,14197.3
80315,9,4409.21
80319,57,46885.21
80320,1,1375.6
80321,10,4995
80322,3,4593.27
80323,158,145911.52
80329,7,9629.2
80336,2,42.4
80337,5,815.3
80338,5,6878
80339,43,4607.86
80347,144,108658.81
80348,7,9629.2
80351,22,10985.44
80354,2,1412.21
80355,25,24975
80356,19,10369.74
80360,20,22966.35
80361,17,15922.78
80362,21,10433.67
80364,10,2519.42
80369,19,14806.96
80371,2,326.12
80379,3,1565.5
80380,4,5502.4
80381,4,1906.98
80391,2,326.12
80395,12,551.7
80401,66,24110.2
80405,10,15310.9
80413,22,16564.66
80418,221,120531.99
80419,5,6196.9
80425,2,1106.98
80427,98,87212.63
80428,39,34258.6
80433,43,21336.03
80439,1,163.06
80442,2,163.06
80444,9,8581.41
80448,5,4949.49
80450,5,1362.84
80451,2,163.06
80452,2,3062.18
80454,1,953.49
80455,44,51003.31
80456,2,163.06
80457,5,384.84
80459,8,2118.76
80460,8,1304.48
80462,156,183188.31
80465,7,3851.86
80468,2,1162.06
80470,25,16412.9
80471,9,1998
80475,25,11417.92
80476,2,163.06
80477,23,9530.38
80480,1,1531.09
80482,4,3996
80483,10,4995
80484,15,3008.17
80485,5,6494.3
80487,27,19101.2
80488,34,24840.77
80490,19,16629.7
80492,10,5819.17
80493,4,4777.88
80495,14,14767.88
80497,2,1906.98
80499,5,1861.3
80500,9,11446.13
80501,7,926.56
80502,2,2949.78
80509,27,26136.6
80510,34,29575.13
80511,5,865.52
80514,19,1250.21
80515,4,5502.4
80516,10,919.5
80522,121,86443.42
80523,8,7891.07
80529,23,4236.4
80532,34,36825.31
80533,52,15836.77
80536,2,326.12
80537,1,163.06
80540,36,21589.96
80541,13,12845.34
80542,36,9655.89
80544,9,12380.4
80547,65,52595.78
80548,30,28604.7
80554,16,14302.35
80555,13,7859.34
80559,16,13476.18
80560,19,6441.9
80561,5,815.3
80563,199,83297.62
80565,5,2161.06
80566,20,22966.35
80568,66,24076.7
80571,17,10051.75
80575,10,4995
80578,27,14088.74
80582,8,652.24
80586,10,7514.45
80587,6,907.25
80588,38,7158.75
80589,91,75372.02
80590,5,4995
80591,5,4767.45
80595,220,203947.62
80596,57,44699.16
80597,37,22002.33
80598,104,92422.04
80599,26,18183.19
80600,74,58027.58
80601,2,163.06
80602,50,5810.3
80603,5,815.3
80604,5,5972.35
80605,32,1906.98
80606,94,89685.32
80607,26,25154.61
80608,2,1402.87
80609,154,6646.24
80610,11,13248.6
80611,12,5450.25
80612,44,21978
80614,3,3718.14
80615,5,7655.45
80617,4,3813.96
80619,10,9534.9
80620,32,28483.3
80622,26,9068.93
80623,66,39113.37
80624,32,10150.82
80627,158,136372.35
80629,54,16095.89
80630,24,23329.83
80631,252,223740.28
